item_id,description,description_2,group_description,unit_sale_price (CLP),cost (CLP),storage_cost (CLP),stock,size_m3,cost_per_purchase,frecuencia,estacionalidad,tendencia,intermitente
1377,coastal lazer brite collar pink multi flowers xs,paseo,accesorio,6990,4815,14,0,0.001,500,-1.0,1.0,0,1.0
1115,royal recovery rs 165 grs. (lata),latas medicadas,alimento,3280,2534,11,0,0.015,2500,-1.0,1.0,0,1.0
1166,royal can  vet cat  young female  s/o 3.5 kilo,adultos,alimento,42480,31645,127,5,0.015,5750,-1.0,1.0,1,1.0
470,brit care senior lamb & rice 3 kg,senior,alimento,16990,11316,52,0,0.015,1150,-1.0,1.0,0,1.0
971,happy home educador sanitario 230 ml.,higiene,accesorio,6490,4625,13,1,0.001,500,-1.0,1.0,1,1.0
653,toallitas perfumadas clorhexidina perro y gato,higiene,accesorio,5990,4067,12,1,0.001,500,,,1,
399,zeedog atlanta leash small,paseo,accesorio,13850,10500,29,2,0.001,600,-1.0,1.0,1,1.0
511,royal can. renal canine 2.0 kg.,medicados,alimento,26130,18071,78,3,0.015,950,-1.0,0.0,1,1.0
320,pack michi,adultos,accesorio,57990,43250,121,2,0.001,500,-1.0,1.0,1,1.0
19,brit pate & meat duck 800 gr,latas,alimento,6500,4978,19,3,0.015,2400,,,1,
684,zeus arnes fig.a  m  fucsia,paseo,accesorio,10990,8214,27,2,0.004,1250,-1.0,1.0,1,1.0
35,bravery salmon mini adult small breeds 7 kg,adultos,alimento,44990,35975,136,5,0.015,1850,-1.0,1.0,1,1.0
902,catapet cama chiporro gde. nº3,camas,accesorio,26990,19617,57,0,0.001,750,-1.0,1.0,0,1.0
827,black & tan dachshund (my family),placas identificacion,accesorio,13330,9464,28,0,0.001,500,-1.0,0.0,0,1.0
1681,zd army green adjustable air mesh harness medium,paseo,accesorio,47400,33332,115,2,0.004,500,-1.0,1.0,1,1.0
407,afp furry ball flufer naranjo,juguetes,accesorio,4690,3227,11,0,0.004,500,-1.0,1.0,0,1.0
920,brit care cat grain-free indoor anti-stress 2 kg,adultos,alimento,17990,13278,55,0,0.015,2900,-1.0,1.0,0,1.0
537,eukanuba puppy small breed 2  kg,cachorros,alimento,19160,12520,59,2,0.015,2850,,,1,
758,brit care gf junior large breed salmon  12 kg,cachorros,alimento,64990,47279,196,2,0.015,3350,-1.0,1.0,1,1.0
1062,power spray 100 ml,ant. ext.,medicamento,14990,11822,28,2,0.0002,500,,,1,
1199,coastal maslow  plato pup rosado 1596 ml,paseo,accesorio,15990,12107,34,3,0.001,650,-1.0,0.0,1,1.0
245,coastal k9 explorer arnes acolchado zafiro m,paseo,accesorio,35990,27549,89,0,0.004,1200,-1.0,1.0,0,1.0
1416,bordeau adj. air mesh harness large,paseo,accesorio,26400,19517,65,0,0.004,500,-1.0,1.0,0,1.0
1127,coastal sublime collar yellow s/m,paseo,accesorio,12490,8591,26,1,0.001,500,-1.0,1.0,1,1.0
784,nutribound gato 150 ml,suplemento,medicamento,15000,11655,28,1,0.0002,500,-1.0,1.0,1,1.0
1640,habitrail kit mini,hogar-transporte,accesorio,40990,31065,86,0,0.001,600,-1.0,1.0,0,1.0
489,shampoo ehlinger (hipohalerg.) 250 ml.,antialergico,medicamento,4690,3281,9,0,0.0002,500,,,0,
154,revolution perro 2-5 kg,ant. ext.,medicamento,16890,12321,31,6,0.0002,500,-1.0,1.0,1,1.0
961,nexgard x 3 tab.  2 a 4 k  ,ant. ext.,medicamento,26990,18866,50,1,0.0002,500,-1.0,1.0,1,1.0
853,zd hawkins stranger  adj. air mesh harness medium,paseo,accesorio,23900,15717,58,2,0.004,1500,-1.0,1.0,1,1.0
1311,pawise little monster violeta,juguetes,accesorio,5790,4299,14,0,0.004,900,,,0,
625,brit care cat chicken breats with rice 70grs,humedo,alimento,1900,1309,6,2,0.015,600,-1.0,1.0,1,1.0
685,zd skull 2.0 h-harness large,paseo,accesorio,19900,14487,49,3,0.004,1450,-1.0,1.0,1,1.0
1464,coastal maslow plato cobre martillado 709 ml,paseo,accesorio,7990,6001,19,1,0.004,900,-1.0,1.0,1,1.0
569,pawise little monster rojo,juguetes,accesorio,5790,3912,14,0,0.004,950,,,0,
1781,capa polar chiporro t/6 cata pets,ropa,accesorio,14490,10614,30,3,0.001,500,-1.0,1.0,1,1.0
17,"planet dog planet ball azul/verde ""l""",juguetes,accesorio,22990,15375,57,1,0.004,550,-1.0,0.0,1,1.0
127,power ultra 11 - 20  kg,ant. ext.,medicamento,9870,6935,19,8,0.0002,500,-1.0,0.0,1,1.0
1346,catit filtro fuente acero inox 2 unid,comederos,accesorio,7990,5807,17,2,0.001,500,-1.0,1.0,1,1.0
927,sand leash large,paseo,accesorio,16900,11580,36,1,0.001,500,-1.0,1.0,1,1.0
980,coastal k9 explorer arnes acolchado naranja s,paseo,accesorio,25990,17767,63,0,0.004,650,-1.0,1.0,0,1.0
190,exo terra filtro int rept clear 150  ,enriquecimiento ambiental,accesorio,13990,11152,34,2,0.004,900,-1.0,1.0,1,1.0
992,small round aluminum black (my family),placas identificacion,accesorio,7130,4921,18,1,0.004,500,-1.0,0.0,1,1.0
1554,bravery iberian pork mini adult small breeds 7 kg,adultos,alimento,38990,25896,118,1,0.015,1650,-1.0,1.0,1,1.0
606,feliway kit enchufe,comportamiento,medicamento,39990,30582,74,4,0.0002,1000,-1.0,1.0,1,1.0
180,coastal maslow  plato paw gris 828 ml,paseo,accesorio,10490,7818,22,0,0.001,500,0.0,0.0,0,1.0
301,afp mighty rex toro,juguetes,accesorio,25990,17887,54,0,0.001,550,-1.0,1.0,0,1.0
496,"dogit cuerdas anudadas tricolor ""l""",juguetes,accesorio,5490,3891,14,2,0.004,1200,-1.0,1.0,1,1.0
1603,zd artsy adjustable air mesh harness small,paseo,accesorio,19300,13285,41,3,0.001,500,-1.0,1.0,1,1.0
1559,fel urinary chi pouch 85 gr,humedo,alimento,1900,1416,6,1,0.015,2450,,,1,
1536,doguivit adulto,suplementos,medicamento,7990,5670,17,32,0.001,500,,,1,
517,royal can. shn mini junior 3 kgr.,cachorros,alimento,28750,22666,86,1,0.015,1150,,,1,
1069,pro plan sterilized cat 1kg ar,adultos,alimento,13440,8756,41,0,0.015,1150,-1.0,1.0,0,1.0
476,veraflox    15mg  x 7,antibiotico,medicamento,20500,13703,38,1,0.0002,500,-1.0,1.0,1,1.0
157,hartz tuff stuff nose divers - small,juguetes,accesorio,7890,5754,17,0,0.001,500,,,0,
1243,repelente de gatos spray int.,higiene,accesorio,12790,8654,27,2,0.001,550,-1.0,1.0,1,1.0
1195,wicked flyharness size 5,paseo,accesorio,39899,27776,84,3,0.001,850,-1.0,1.0,1,1.0
16,zeedog prisma collar medium,paseo,accesorio,10860,7825,22,1,0.001,500,,,1,
1072,dogxtreme pupy pollo y arroz,adultos,alimento,24990,17511,75,112,0.015,2000,-1.0,1.0,1,1.0
546,pawise holow leon,juguetes,accesorio,6990,4636,14,0,0.001,500,,,0,
1524,afp lamb cuddle tail wand cat,juguetes,accesorio,7790,5791,19,0,0.004,500,-1.0,1.0,0,1.0
1019,zeedog skull h-harness medium,paseo,accesorio,15300,10242,33,0,0.001,500,-1.0,1.0,0,1.0
1560,blast collar small,paseo,accesorio,9900,6687,21,2,0.001,500,-1.0,1.0,1,1.0
959,brit care cat grain-free sterilized weight control 7 kg,weight control,alimento,55990,44245,168,0,0.015,2200,-1.0,0.0,0,1.0
1758,mother and babycat instinctive  145 gr,cachorros,alimento,2290,1578,8,1,0.015,4300,,,1,
283,chocolate labrador  (my family),placas identificacion,accesorio,17560,13969,37,0,0.001,500,-1.0,1.0,0,1.0
797,mamadera  (kit)  115 ml,bebederos,accesorio,9490,6901,20,1,0.001,500,-1.0,1.0,1,1.0
1525,bravecto gato 1.2 a 2.8 kg,ant. ext.,medicamento,29610,22858,55,0,0.0002,750,-1.0,1.0,0,1.0
225,royal canin baby cat intinctive  165grx6un,humedo,alimento,2540,1754,8,9,0.015,4250,-1.0,1.0,1,1.0
26,ratón portagolosina violeta,juguetes,accesorio,4690,3654,10,1,0.001,500,-1.0,1.0,1,1.0
1656,zd bordeau adjustable air mesh harness medium,paseo,accesorio,23900,17822,58,0,0.004,1650,,,0,
437,dragoxilo 220 mg  x 10 comp.,antibiotico,medicamento,14180,11303,27,2,0.0002,500,-1.0,1.0,1,1.0
1388,pawise bolsas repuesto 8x20 colores,higiene,accesorio,6790,4902,14,7,0.001,500,-1.0,1.0,1,1.0
229,big bone chromed brass (my family),placas identificacion,accesorio,9200,6734,19,0,0.001,500,,,0,
37,big bone aluminum red (my family),placas identificacion,accesorio,7130,5329,15,2,0.001,500,-1.0,0.0,1,1.0
749,heno de avena 425 gr,alimento exoticos,accesorio,9260,7101,22,1,0.004,900,,,1,
1045,royal can. babycat 34 2 kgr.,cachorros,alimento,13490,10609,41,0,0.015,3650,-1.0,1.0,0,1.0
1398,blast h-harness small,paseo,accesorio,13900,9140,29,0,0.001,500,-1.0,1.0,0,1.0
469,jaula bella peq. animalles,hogar-transporte,accesorio,62480,40918,131,0,0.001,800,,,0,
1587,fancy feast mousse pez camaron 85 g,latas,alimento,900,688,3,0,0.015,500,-1.0,1.0,0,1.0
687,mastilac jeringa,antibiotico,medicamento,2600,1771,5,0,0.0002,500,-1.0,1.0,0,1.0
1723,zd army green ruff leash large,paseo,accesorio,23900,15864,50,3,0.001,500,-1.0,1.0,1,1.0
639,zd mahalo adjustable air mesh harness large,paseo,accesorio,26400,18334,55,0,0.001,500,-1.0,1.0,0,1.0
1606,afp wooly mouse con sonido,juguetes,accesorio,5980,4655,12,2,0.001,500,-1.0,1.0,1,1.0
1218,advantix 25-40 kg,ant. ext.,medicamento,14920,10133,28,5,0.0002,500,-1.0,0.0,1,1.0
1158,allercalm,antialergico,medicamento,19290,15050,36,6,0.0002,500,-1.0,1.0,1,1.0
1415,zd neon coral adjustable air mesh harness large,paseo,accesorio,26400,18549,55,1,0.001,500,-1.0,1.0,1,1.0
1553,arnes de paseo grande g.a,paseo,accesorio,9290,6067,20,1,0.001,500,-1.0,0.0,1,1.0
1300,exo terra placa calefactora 25 w,enriquecimiento ambiental,accesorio,42990,30915,90,0,0.001,900,-1.0,1.0,0,1.0
800,transimed x 15 ml,otico,medicamento,12770,9473,24,0,0.0002,500,-1.0,1.0,0,1.0
160,hidrocortisona spray 76ml,antialergico,medicamento,27970,19372,52,3,0.0002,500,-1.0,1.0,1,1.0
956,zeedog prisma leash small,paseo,accesorio,13850,9647,29,2,0.001,500,-1.0,0.0,1,1.0
1186,exo terra ampolleta infraroja 50 w.,enriquecimiento ambiental,accesorio,13490,10372,28,1,0.001,500,,,1,
821,coastal new earth collar de soya berenjena xs,paseo,accesorio,9190,7218,19,0,0.001,500,-1.0,0.0,0,1.0
1699,harvest stacks westtimothy 992 gr.,enriquecimiento ambiental,accesorio,20640,16140,43,0,0.001,500,,,0,
877,coastal k9 explorer arnes acolchado naranja m,paseo,accesorio,35990,27297,76,0,0.001,500,-1.0,1.0,0,1.0
913,bravery chicken adult cat sterilized 7 kg,adultos,alimento,47990,36243,145,0,0.015,3650,-1.0,1.0,0,1.0
152,cytopoint 20 mg iny 10-20 k,medicamentos,medicamento,40020,26460,74,0,0.0002,900,-1.0,1.0,0,1.0
1717,royal canin mini puppy pouch 85 gr,humedo,alimento,2330,1579,8,0,0.015,950,,,0,
1662,sand cat collar,paseo,accesorio,4900,3256,10,0,0.001,500,-1.0,1.0,0,1.0
509,pro plan puppy medium breed 3kg ar,cachorros,alimento,29550,22500,90,10,0.015,1350,-1.0,1.0,1,1.0
1135,royal canin gastrointestinal feline 2 kg,adultos,alimento,17090,13535,52,2,0.015,4000,-1.0,1.0,1,1.0
1250,baytril  150 mg,antibiotico,medicamento,21000,16710,39,0,0.0002,500,-1.0,1.0,0,1.0
1561,zeedog atlanta collar cat,paseo,accesorio,4880,3451,10,0,0.001,500,-1.0,1.0,0,1.0
103,sand h-harness small,paseo,accesorio,13900,10422,29,1,0.001,500,-1.0,1.0,1,1.0
1445,canine l/d  lata x 370 gr,latas medicadas,alimento,8310,5516,26,0,0.015,3800,-1.0,1.0,0,1.0
586,zeedog phantom leash small,paseo,accesorio,13850,9802,34,0,0.004,950,-1.0,1.0,0,1.0
1654,power ultra  41 - 60 kg,ant. ext.,medicamento,12830,9118,24,2,0.0002,500,,,1,
1143,itraskin susp. oral 120 ml,antimicotico,medicamento,16990,11455,32,5,0.0002,500,-1.0,1.0,1,1.0
53,zeus nosh hueso flex cachorro sabor tocino s,juguetes,accesorio,6490,4949,13,2,0.001,500,-1.0,0.0,1,1.0
151,royal canin gastrointestinal cat 1.5 kg,adultos,alimento,16590,11876,50,1,0.015,1800,-1.0,0.0,1,1.0
403,pawise bozal tela l,paseo,accesorio,5990,4671,12,0,0.001,500,-1.0,1.0,0,1.0
207,zd artsy h-harness small,paseo,accesorio,13900,10535,34,0,0.004,600,-1.0,1.0,0,1.0
1770,zd bordeau adjustable air mesh harness large,paseo,accesorio,34030,24082,83,2,0.004,700,-1.0,1.0,1,1.0
8,arnes nacional grande a. doctor,paseo,accesorio,8190,6107,21,0,0.004,950,-1.0,0.0,0,1.0
1014,toallitas tea tree oil,higiene,accesorio,5940,4521,12,2,0.001,500,0.0,0.0,1,1.0
1680,karsivan 50 mg,cardiaco,medicamento,35990,24423,67,0,0.0002,500,,,0,
1060,royal renal lp modified 385 grs. (lata),latas medicadas,alimento,4920,3868,16,4,0.015,700,-1.0,0.0,1,1.0
253,zeedog coral bowl large,comederos,accesorio,14510,9824,35,1,0.004,1100,-1.0,0.0,1,1.0
1327,drontal cats  1 comprimido (pote 24 un) ,ant. ext.,medicamento,3290,2253,7,0,0.0002,500,-1.0,1.0,0,1.0
896,arnes talla s,paseo,accesorio,6490,5119,13,2,0.001,500,-1.0,1.0,1,1.0
1624,kong extreme dental con cuerda,juguetes,accesorio,24990,16868,52,18,0.001,500,,,1,
880,collar c/hueso chico a. doctor,paseo,accesorio,2390,1743,5,0,0.001,500,-1.0,1.0,0,1.0
1764,royal canin alimento húmedo perro adulto,humedo,alimento,8990,6620,27,62,0.015,750,-1.0,1.0,1,1.0
623,proplan cat kitten opt 7.5kg,cachorros,alimento,38900,26070,118,0,0.015,2200,-1.0,1.0,0,1.0
345,nexgard x 3 tab. 10 a  25 kg,ant. ext.,medicamento,32990,22926,61,2,0.0002,500,-1.0,1.0,1,1.0
1674,collar isabelino 30 cm nº(6),higiene,medicamento,9390,6666,18,0,0.0002,500,-1.0,1.0,0,1.0
262,dogit dispensador bolsa fecas rojo 2x20,higiene,accesorio,4990,3902,11,0,0.001,500,-1.0,1.0,0,1.0
1321,collar expandible con hebilla negro,paseo,accesorio,6990,5158,14,15,0.001,500,-1.0,1.0,1,1.0
1438,botella 100 ml peq animales,comederos,accesorio,4490,3331,10,2,0.001,500,-1.0,1.0,1,1.0
150,hartz chew n clean tuff bone dog toy - small,juguetes,accesorio,4990,3819,11,1,0.001,500,,,1,
472,bravery salmon puppy large/medium breed 12 kg,cachorros,alimento,69990,54458,211,0,0.015,1300,-1.0,1.0,0,1.0
640,nexgard 136mg x 1 tab. masticable 25-50k,ant. ext.,medicamento,20420,15275,38,2,0.0002,500,-1.0,1.0,1,1.0
1759,zd midnight collar medium,paseo,accesorio,10900,8233,26,2,0.004,500,-1.0,0.0,1,1.0
550,zd neon coral collar large,paseo,accesorio,12900,8902,31,1,0.004,500,,,1,
928,monge mini p&j chicken de 3 kg,cachorros,alimento,27990,22300,85,3,0.015,3650,-1.0,1.0,1,1.0
488,advantage gatos  4-8,ant. ext.,medicamento,13170,9233,25,5,0.0002,500,-1.0,1.0,1,1.0
1695,clever pet bowl heart,comederos,accesorio,6980,5089,14,0,0.001,500,-1.0,1.0,0,1.0
1171,pawise peluche unicornio con catnip,juguetes,accesorio,4590,3322,10,3,0.001,500,-1.0,0.0,1,1.0
146,afp ultrasonic ardilla,juguetes,accesorio,14000,10894,34,1,0.004,750,-1.0,1.0,1,1.0
1599,brit care gf puppy salmon 1 kg,cachorros,alimento,8490,6318,26,9,0.015,2850,-1.0,1.0,1,1.0
402,parla roja a.c  m,ropa,accesorio,22570,15980,47,1,0.001,500,-1.0,0.0,1,1.0
954,coastal maslow  plato paw azul 828 ml,paseo,accesorio,10490,7871,22,1,0.001,500,-1.0,0.0,1,1.0
1754,heno de hierba de huerto 425gr,alimento exoticos,accesorio,9260,6436,22,2,0.004,1050,-1.0,1.0,1,1.0
659,lw sustrato natural peq. anim. verde-10l,higiene,accesorio,11890,8394,25,1,0.001,500,-1.0,1.0,1,1.0
463,zeus bozal alpha  xl ,paseo,accesorio,27990,18713,59,0,0.001,500,-1.0,1.0,0,1.0
1349,le salon essential cepillo carda small,grooming,accesorio,10990,8242,23,2,0.001,500,-1.0,1.0,1,1.0
186,rueda de erizo/roedor,enriquecimiento ambiental,accesorio,17290,12015,36,1,0.001,500,-1.0,1.0,1,1.0
1147,afp mighty rex pelota durable,juguetes,accesorio,7990,5301,17,11,0.001,500,-1.0,1.0,1,1.0
1224,fiprokill spray x 100 ml ,ant. ext.,medicamento,15990,11380,30,3,0.0002,500,-1.0,1.0,1,1.0
608,zeus collar semifijo  xl  rojo,paseo,accesorio,11490,8054,25,0,0.001,500,-1.0,1.0,0,1.0
143,lw bebedero vidrio  eco +  - 177 ml,bebederos,accesorio,9490,6967,20,2,0.001,500,-1.0,1.0,1,1.0
1534,mamistop 250 gr. (perro),suplemento,medicamento,11780,8442,22,0,0.0002,500,-1.0,1.0,0,1.0
981,columbia leash small,paseo,accesorio,15900,10402,39,0,0.004,500,,,0,
197,zd honey adjustable air mesh harness medium,paseo,accesorio,23900,17983,50,2,0.001,500,,,1,
279,bravery light iberian pork mini adult small breeds 2 kg,adultos,alimento,16990,12512,52,1,0.015,2650,-1.0,1.0,1,1.0
293,collar cuero  nº1 (g. araya),paseo,accesorio,4790,3712,10,0,0.001,500,-1.0,1.0,0,1.0
1706,pro plan adulto optihealth r/m 15 kg,adultos,alimento,49500,33354,149,0,0.015,3850,-1.0,0.0,0,1.0
122,royal canin feline adult sterilised 1.5 kg,adultos,alimento,19710,14167,60,3,0.015,500,-1.0,0.0,1,1.0
1207,monge mini sen chicken 4x3 kg,senior,alimento,26990,17726,82,2,0.015,1900,-1.0,1.0,1,1.0
202,honey h-harness large,paseo,accesorio,19900,15303,42,0,0.001,550,-1.0,1.0,0,1.0
1462,pro plan reduce calorie sml brd 3kg ar,adultos,alimento,29550,21104,90,0,0.015,500,-1.0,1.0,0,1.0
246,bravery iberian pork adult large/medium breeds 12 kg,adultos,alimento,56990,42664,172,0,0.015,500,-1.0,1.0,0,1.0
1439,bravery iberian pork mini adult small breeds 2 kg,adultos,alimento,16990,12800,52,8,0.015,4200,-1.0,1.0,1,1.0
1776,hartz zoo ballons dog toy,juguetes,accesorio,8990,6630,19,0,0.001,500,,,0,
1757,zd bordeau leash large,paseo,accesorio,16900,12705,36,0,0.001,500,-1.0,1.0,0,1.0
1153,palace dog house,hogar-transporte,accesorio,159990,114350,335,0,0.001,1250,,,0,
1426,coastal lazer brite collar rainbow hearts l,paseo,accesorio,15990,10551,34,2,0.001,500,,,1,
384,pack cuy  animal care,hogar-transporte,accesorio,84160,65775,176,0,0.001,1950,-1.0,0.0,0,1.0
1645,bravery salmon mini puppy small breed 7 kg,cachorros,alimento,45990,31107,139,0,0.015,1950,-1.0,1.0,0,1.0
854,bliss leash large,paseo,accesorio,16900,12157,42,0,0.004,650,-1.0,1.0,0,1.0
1589,honey collar extra small,paseo,accesorio,7900,5385,19,0,0.004,500,-1.0,0.0,0,1.0
219,light blue glam paw (my family),placas identificacion,accesorio,36060,28262,89,1,0.004,1150,-1.0,1.0,1,1.0
641,aquadent 250ml,oral,medicamento,28720,22707,53,3,0.0002,500,-1.0,1.0,1,1.0
1,royal can. diabetic feline 1.5 kg.,medicados,alimento,23450,16186,72,1,0.015,5150,,,1,
112,zeus collar ajustable  l   azul denim,paseo,accesorio,6390,5035,13,1,0.001,500,,,1,
1637,small round aluminum blue (my family),placas identificacion,accesorio,7130,5133,15,1,0.001,500,-1.0,0.0,1,1.0
1410,columbia cat collar,paseo,accesorio,4900,3530,10,0,0.001,500,-1.0,1.0,0,1.0
1409,paracan cachorro 15 ml,ant. interno,medicamento,4890,3907,9,0,0.0002,500,-1.0,1.0,0,1.0
1533,espuma seca canish 160 ml,higiene,medicamento,5120,3615,10,0,0.0002,500,-1.0,1.0,0,1.0
1291,coastal lazer brite collar pink multi flowers s/m,paseo,accesorio,10490,7619,22,0,0.001,500,-1.0,1.0,0,1.0
441,tears lagrimas artificiales 8 ml.,ocular,medicamento,13900,9952,26,1,0.0002,500,-1.0,1.0,1,1.0
1520,coastal lazer brite trailla bones m,paseo,accesorio,11990,9277,25,1,0.001,500,-1.0,1.0,1,1.0
1136,zd ella adjustable air mesh harness small,paseo,accesorio,19300,14586,41,0,0.001,500,-1.0,1.0,0,1.0
1256,posatec,otico,medicamento,25930,17147,48,0,0.0002,500,,,0,
1742,clever pet bowl ondas,comederos,accesorio,6980,4895,14,0,0.001,500,-1.0,1.0,0,1.0
1631,zd smash collar extra small,paseo,accesorio,10180,6651,21,3,0.001,500,-1.0,1.0,1,1.0
1397,brit pate & meat duck 400 gr,latas,alimento,4500,3578,14,2,0.015,4000,,,1,
663,baño sanitario grande con cubierta gris,higiene,accesorio,43990,29409,92,2,0.001,1150,,,1,
1716,pink led leash small,paseo,accesorio,13900,10446,29,2,0.001,500,-1.0,1.0,1,1.0
1257,laguna cat collar,paseo,accesorio,4900,3447,10,2,0.001,500,,,1,
317,gastroenteril x 120 ml ,antibiotico,medicamento,12870,8886,24,0,0.0002,500,-1.0,1.0,0,1.0
648,monge mini adult chicken de 3 kg,adultos,alimento,25990,18160,78,4,0.015,1700,-1.0,1.0,1,1.0
1434,pawise pelotitas arcoiris unidad,juguetes,accesorio,990,702,2,0,0.001,500,-1.0,1.0,0,1.0
1479,"zeus collar semifij ""xl"" azul denim",paseo,accesorio,11490,8355,25,0,0.001,500,-1.0,1.0,0,1.0
709,bravery salmon adult large/medium breed 12 kg,adultos,alimento,60990,48161,183,4,0.015,5300,-1.0,0.0,1,1.0
1282,collar gato elasticado a.doctor,paseo,accesorio,3950,2577,10,6,0.004,550,-1.0,1.0,1,1.0
627,royal canin mini adulto pouch 85 gr,humedo,alimento,2040,1588,6,3,0.015,4700,-1.0,1.0,1,1.0
632,rostrum susp. oral 20 ml,antibiotico,medicamento,6390,4213,12,3,0.0002,500,-1.0,1.0,1,1.0
1306,cama cubo chica cata pet,camas,accesorio,21820,16082,46,1,0.001,550,-1.0,1.0,1,1.0
1400,power 1 p. 21-40 kg,ant. ext.,medicamento,10990,7768,21,0,0.0002,500,,,0,
1248,juguetes de pasto 3 unidades,juguetes,accesorio,8710,6071,18,0,0.001,500,,,0,
1254,zd smash leash small,paseo,accesorio,13900,9945,29,3,0.001,500,-1.0,1.0,1,1.0
1496,fox terrier (my family),placas identificacion,accesorio,17560,13067,37,2,0.001,500,-1.0,1.0,1,1.0
1529,bravery salmon adult cat sterilized 7 kg,adultos,alimento,49990,34041,150,0,0.015,2250,,,0,
1663,zeedof arnés ajustable morado,paseo,accesorio,27990,20380,59,62,0.001,900,-1.0,1.0,1,1.0
1775,brit care dog show champion salmon 3 kg,adultos,alimento,23990,15761,73,4,0.015,500,-1.0,1.0,1,1.0
1643,collar cuero nº 4 (g. araya),paseo,accesorio,6790,5048,14,3,0.001,500,-1.0,1.0,1,1.0
795,brit care junior large breed l&r 12 kg,cachorros,alimento,56650,42086,170,1,0.015,3600,-1.0,1.0,1,1.0
645,pro plan sensitive skin m/l 15kg ar,adultos,alimento,85660,65436,259,2,0.015,3550,-1.0,1.0,1,1.0
1012,plato antideslizante luna / m,comederos,accesorio,4580,3509,10,1,0.001,500,,,1,
1719,brit pate & meat turkey 400 g,latas,alimento,3130,2294,9,3,0.015,2900,-1.0,1.0,1,1.0
556,royal can  early cardiac  canine 10 kilo,medicados,alimento,91930,60466,277,1,0.015,2400,,,1,
681,pink big circle paw (my family),placas identificacion,accesorio,15490,10521,33,0,0.001,500,-1.0,0.0,0,1.0
577,zeedog atlanta collar small,paseo,accesorio,9870,7078,21,1,0.001,500,-1.0,1.0,1,1.0
1109,pawise hipopotamo con tirador,juguetes,accesorio,7990,5432,17,6,0.001,500,-1.0,1.0,1,1.0
1266,le salon esse. corta uða alicate l/cat,grooming,accesorio,9990,7607,25,1,0.004,750,-1.0,1.0,1,1.0
1183,royal can fhn exigent  1.5 kilos,adultos,alimento,19710,14896,60,3,0.015,4800,-1.0,1.0,1,1.0
524,bravery lomo de atún y zanahoria,adultos,alimento,2990,2349,9,60,0.015,4200,-1.0,1.0,1,1.0
540,zeedog fatboy soft-walk harness medium,paseo,accesorio,18840,14887,46,0,0.004,950,-1.0,1.0,0,1.0
1194,go bowl pink small,paseo,accesorio,7900,5817,17,0,0.001,500,-1.0,0.0,0,1.0
1678,royal can. urinary canine 10 kg.,medicados,alimento,93370,63325,282,0,0.015,1850,,,0,
748,"zeus bozal alpha ""l""",paseo,accesorio,25990,18775,54,3,0.001,500,-1.0,1.0,1,1.0
1731,hematon b12 jarabe 100ml,vitaminas,medicamento,15230,10690,28,1,0.0002,500,-1.0,1.0,1,1.0
1430,zeus nosh hueso duro sabor carne/queso l,juguetes,accesorio,12990,8956,27,4,0.001,500,-1.0,0.0,1,1.0
484,polerón con gorro rosado,ropa,accesorio,18990,13083,39,21,0.001,500,,,1,
95,pawise rasguñador,enriquecimiento ambiental,accesorio,9990,7515,25,0,0.004,500,-1.0,1.0,0,1.0
1020,zeus bozal alpha  xs ,paseo,accesorio,19990,15546,49,2,0.004,1300,-1.0,1.0,1,1.0
563,zeedog prisma leash extra small,paseo,accesorio,10860,7377,26,2,0.004,800,,,1,
1264,monge medium adult chicken de 3 kg,adultos,alimento,25990,20653,78,1,0.015,5250,-1.0,0.0,1,1.0
742,pro plan kitten pollo pouch 85,humedo,alimento,2610,1873,8,31,0.015,700,-1.0,1.0,1,1.0
863,catlove raton mecanico azul,juguetes,accesorio,6990,4734,14,2,0.001,500,-1.0,1.0,1,1.0
1598,exo terra placa calefactora 8 w,enriquecimiento ambiental,accesorio,24990,19561,52,1,0.001,500,,,1,
1484,afp pups perrito mini,juguetes,accesorio,11490,7768,25,1,0.001,500,-1.0,1.0,1,1.0
891,parker cat collar,paseo,accesorio,4900,3499,10,1,0.001,500,-1.0,0.0,1,1.0
1577,veraflox   60 mg  x  7,antibiotico,medicamento,28000,19084,52,1,0.0002,500,-1.0,1.0,1,1.0
1038,multi-color pet playpen,hogar-transporte,accesorio,19370,14254,47,0,0.004,1550,-1.0,1.0,0,1.0
206,zd neon coral h-harness small,paseo,accesorio,13900,10313,29,0,0.001,550,-1.0,1.0,0,1.0
794,habitrail ovo expansion,hogar-transporte,accesorio,33990,25968,71,2,0.001,500,-1.0,1.0,1,1.0
870,black french bulldog  (my family),placas identificacion,accesorio,17560,12405,37,1,0.001,500,-1.0,1.0,1,1.0
397,jaula cage rabbit 100 grey,hogar-transporte,accesorio,79790,63817,167,2,0.001,1200,-1.0,0.0,1,1.0
766,monge all breeds adult rabbits 1x12 kg,adultos,alimento,66490,44108,200,0,0.015,4200,-1.0,0.0,0,1.0
1721,coche pet,hogar-transporte,accesorio,119990,78801,251,2,0.001,2600,,,1,
1241,tx bozal con red incorporada s,paseo,accesorio,4990,3744,11,1,0.001,500,-1.0,1.0,1,1.0
642,proplan active mind rz mediana y grande 15kg,senior,alimento,56900,44724,172,0,0.015,5700,-1.0,1.0,0,1.0
1767,zeedog ella h-harness small,paseo,accesorio,13850,10861,29,0,0.001,500,,,0,
